agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,cost,travel_time,distance,diff,relative_diff,switched_volume,node_sequence,link_sequence,time_sequence,time_decimal_sequence,
1,1,2,0,1,2,p,AM,5447.8,0.0,30.3,20.0000,1.3114,0.0434,303.8262,1;3;2;,1003;3002;,0730;0800;0800;,450.00;480.32;480.32;
2,1,2,1,1,2,p,AM,1552.2,0.0,30.3,30.0000,0.0000,0.0000,0.0002,1;4;2;,1004;4002;,0730;0800;0800;,450.00;480.32;480.32;
