road_link_id,from_node_id,to_node_id,time_period,volume,CA,CD,queue,travel_time,speed,notes
1004,1,4,0745:00_0746:00,7.000,2933.000,7.000,0.000,45.000,60.000,simulation-based
1004,1,4,0746:00_0747:00,65.000,2998.000,72.000,0.000,45.000,60.000,simulation-based
1004,1,4,0747:00_0748:00,65.000,3063.000,137.000,0.000,45.000,60.000,simulation-based
1004,1,4,0748:00_0749:00,65.000,3128.000,202.000,0.000,45.000,60.000,simulation-based
1004,1,4,0749:00_0750:00,65.000,3193.000,267.000,0.000,45.000,60.000,simulation-based
1004,1,4,0750:00_0751:00,65.000,3258.000,332.000,0.000,45.000,60.000,simulation-based
1004,1,4,0751:00_0752:00,65.000,3323.000,397.000,0.000,45.000,60.000,simulation-based
1004,1,4,0752:00_0753:00,65.000,3388.000,462.000,0.000,45.000,60.000,simulation-based
1004,1,4,0753:00_0754:00,65.000,3453.000,527.000,0.000,45.000,60.000,simulation-based
1004,1,4,0754:00_0755:00,65.000,3518.000,592.000,0.000,45.000,60.000,simulation-based
1004,1,4,0755:00_0756:00,65.000,3583.000,657.000,0.000,45.000,60.000,simulation-based
1004,1,4,0756:00_0757:00,65.000,3648.000,722.000,0.000,45.000,60.000,simulation-based
1004,1,4,0757:00_0758:00,65.000,3713.000,787.000,0.000,45.000,60.000,simulation-based
1004,1,4,0758:00_0759:00,65.000,3779.000,852.000,0.000,45.000,60.000,simulation-based
1004,1,4,0759:00_0800:00,65.000,3844.000,917.000,0.000,45.000,60.000,simulation-based
1004,1,4,0800:00_0801:00,65.000,3902.000,982.000,0.000,45.000,60.000,simulation-based
1004,1,4,0801:00_0802:00,65.000,3902.000,1047.000,0.000,45.000,60.000,simulation-based
1004,1,4,0802:00_0803:00,65.000,3902.000,1112.000,0.000,45.000,60.000,simulation-based
1004,1,4,0803:00_0804:00,65.000,3902.000,1177.000,0.000,45.000,60.000,simulation-based
1004,1,4,0804:00_0805:00,65.000,3902.000,1242.000,0.000,45.000,60.000,simulation-based
1004,1,4,0805:00_0806:00,66.000,3902.000,1308.000,0.000,45.000,60.000,simulation-based
1004,1,4,0806:00_0807:00,65.000,3902.000,1373.000,0.000,45.000,60.000,simulation-based
1004,1,4,0807:00_0808:00,65.000,3902.000,1438.000,0.000,45.000,60.000,simulation-based
1004,1,4,0808:00_0809:00,65.000,3902.000,1503.000,0.000,45.000,60.000,simulation-based
1004,1,4,0809:00_0810:00,65.000,3902.000,1568.000,0.000,45.000,60.000,simulation-based
1004,1,4,0810:00_0811:00,65.000,3902.000,1633.000,0.000,45.000,60.000,simulation-based
1004,1,4,0811:00_0812:00,65.000,3902.000,1698.000,0.000,45.000,60.000,simulation-based
1004,1,4,0812:00_0813:00,65.000,3902.000,1763.000,0.000,45.000,60.000,simulation-based
1004,1,4,0813:00_0814:00,65.000,3902.000,1828.000,0.000,45.000,60.000,simulation-based
1004,1,4,0814:00_0815:00,65.000,3902.000,1893.000,0.000,45.000,60.000,simulation-based
1004,1,4,0815:00_0816:00,65.000,3902.000,1958.000,0.000,45.000,60.000,simulation-based
1004,1,4,0816:00_0817:00,65.000,3902.000,2023.000,0.000,45.000,60.000,simulation-based
1004,1,4,0817:00_0818:00,65.000,3902.000,2088.000,0.000,45.000,60.000,simulation-based
1004,1,4,0818:00_0819:00,65.000,3902.000,2153.000,0.000,45.000,60.000,simulation-based
1004,1,4,0819:00_0820:00,65.000,3902.000,2218.000,0.000,45.000,60.000,simulation-based
1004,1,4,0820:00_0821:00,65.000,3902.000,2283.000,0.000,45.000,60.000,simulation-based
1004,1,4,0821:00_0822:00,65.000,3902.000,2348.000,0.000,45.000,60.000,simulation-based
1004,1,4,0822:00_0823:00,65.000,3902.000,2413.000,0.000,45.000,60.000,simulation-based
1004,1,4,0823:00_0824:00,65.000,3902.000,2478.000,0.000,45.000,60.000,simulation-based
1004,1,4,0824:00_0825:00,65.000,3902.000,2543.000,0.000,45.000,60.000,simulation-based
1004,1,4,0825:00_0826:00,65.000,3902.000,2608.000,0.000,45.000,60.000,simulation-based
1004,1,4,0826:00_0827:00,65.000,3902.000,2673.000,0.000,45.000,60.000,simulation-based
1004,1,4,0827:00_0828:00,65.000,3902.000,2738.000,0.000,45.000,60.000,simulation-based
1004,1,4,0828:00_0829:00,65.000,3902.000,2803.000,0.000,45.000,60.000,simulation-based
1004,1,4,0829:00_0830:00,65.000,3902.000,2868.000,0.000,45.000,60.000,simulation-based
1004,1,4,0830:00_0831:00,65.000,3902.000,2933.000,0.000,45.000,60.000,simulation-based
1004,1,4,0831:00_0832:00,65.000,3902.000,2998.000,0.000,45.000,60.000,simulation-based
1004,1,4,0832:00_0833:00,65.000,3902.000,3063.000,0.000,45.000,60.000,simulation-based
1004,1,4,0833:00_0834:00,65.000,3902.000,3128.000,0.000,45.000,60.000,simulation-based
1004,1,4,0834:00_0835:00,65.000,3902.000,3193.000,0.000,45.000,60.000,simulation-based
1004,1,4,0835:00_0836:00,65.000,3902.000,3258.000,0.000,45.000,60.000,simulation-based
1004,1,4,0836:00_0837:00,65.000,3902.000,3323.000,0.000,45.000,60.000,simulation-based
1004,1,4,0837:00_0838:00,65.000,3902.000,3388.000,0.000,45.000,60.000,simulation-based
1004,1,4,0838:00_0839:00,65.000,3902.000,3453.000,0.000,45.000,60.000,simulation-based
1004,1,4,0839:00_0840:00,65.000,3902.000,3518.000,0.000,45.000,60.000,simulation-based
1004,1,4,0840:00_0841:00,65.000,3902.000,3583.000,0.000,45.000,60.000,simulation-based
1004,1,4,0841:00_0842:00,65.000,3902.000,3648.000,0.000,45.000,60.000,simulation-based
1004,1,4,0842:00_0843:00,65.000,3902.000,3713.000,0.000,45.000,60.000,simulation-based
1004,1,4,0843:00_0844:00,66.000,3902.000,3779.000,0.000,45.000,60.000,simulation-based
1004,1,4,0844:00_0845:00,65.000,3902.000,3844.000,0.000,45.000,60.000,simulation-based
1004,1,4,0845:00_0846:00,58.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0846:00_0847:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0847:00_0848:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0848:00_0849:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0849:00_0850:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0850:00_0851:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0851:00_0852:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0852:00_0853:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0853:00_0854:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0854:00_0855:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0855:00_0856:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0856:00_0857:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0857:00_0858:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0858:00_0859:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
1004,1,4,0859:00_0900:00,0.000,3902.000,3902.000,0.000,45.000,60.000,simulation-based
4002,4,2,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,60.000,simulation-based
4002,4,2,0701:00_0702:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
4002,4,2,0702:00_0703:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
4002,4,2,0703:00_0704:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
4002,4,2,0704:00_0705:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
4002,4,2,0705:00_0706:00,1.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0706:00_0707:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0707:00_0708:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0708:00_0709:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0709:00_0710:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0710:00_0711:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0711:00_0712:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0712:00_0713:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0713:00_0714:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0714:00_0715:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0715:00_0716:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0716:00_0717:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0717:00_0718:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0718:00_0719:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
4002,4,2,0719:00_0720:00,1.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0720:00_0721:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0721:00_0722:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0722:00_0723:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0723:00_0724:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0724:00_0725:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0725:00_0726:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0726:00_0727:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0727:00_0728:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0728:00_0729:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0729:00_0730:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0730:00_0731:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
4002,4,2,0731:00_0732:00,0.000,3.000,2.000,1.000,1.100,0.545,simulation-based
4002,4,2,0732:00_0733:00,1.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0733:00_0734:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0734:00_0735:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0735:00_0736:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0736:00_0737:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0737:00_0738:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0738:00_0739:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0739:00_0740:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0740:00_0741:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0741:00_0742:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0742:00_0743:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0743:00_0744:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
4002,4,2,0744:00_0745:00,0.000,4.000,3.000,1.000,1.100,0.545,simulation-based
4002,4,2,0745:00_0746:00,1.000,11.000,4.000,0.000,0.100,6.000,simulation-based
4002,4,2,0746:00_0747:00,1.000,76.000,5.000,65.000,65.100,0.009,simulation-based
4002,4,2,0747:00_0748:00,1.000,141.000,6.000,129.000,129.100,0.005,simulation-based
4002,4,2,0748:00_0749:00,0.000,206.000,6.000,194.000,194.100,0.003,simulation-based
4002,4,2,0749:00_0750:00,2.000,271.000,8.000,257.000,128.600,0.005,simulation-based
4002,4,2,0750:00_0751:00,3.000,336.000,11.000,319.000,106.433,0.006,simulation-based
4002,4,2,0751:00_0752:00,2.000,401.000,13.000,382.000,191.100,0.003,simulation-based
4002,4,2,0752:00_0753:00,3.000,466.000,16.000,444.000,148.100,0.004,simulation-based
4002,4,2,0753:00_0754:00,1.000,531.000,17.000,508.000,508.100,0.001,simulation-based
4002,4,2,0754:00_0755:00,2.000,596.000,19.000,571.000,285.600,0.002,simulation-based
4002,4,2,0755:00_0756:00,2.000,661.000,21.000,634.000,317.100,0.002,simulation-based
4002,4,2,0756:00_0757:00,4.000,727.000,25.000,696.000,174.100,0.003,simulation-based
4002,4,2,0757:00_0758:00,1.000,792.000,26.000,760.000,760.100,0.001,simulation-based
4002,4,2,0758:00_0759:00,0.000,857.000,26.000,825.000,825.100,0.001,simulation-based
4002,4,2,0759:00_0800:00,3.000,922.000,29.000,887.000,295.767,0.002,simulation-based
4002,4,2,0800:00_0801:00,3.000,987.000,32.000,949.000,316.433,0.002,simulation-based
4002,4,2,0801:00_0802:00,2.000,1052.000,34.000,1012.000,506.100,0.001,simulation-based
4002,4,2,0802:00_0803:00,1.000,1117.000,35.000,1076.000,1076.100,0.001,simulation-based
4002,4,2,0803:00_0804:00,2.000,1182.000,37.000,1139.000,569.600,0.001,simulation-based
4002,4,2,0804:00_0805:00,1.000,1247.000,38.000,1203.000,1203.100,0.000,simulation-based
4002,4,2,0805:00_0806:00,2.000,1313.000,40.000,1266.000,633.100,0.001,simulation-based
4002,4,2,0806:00_0807:00,2.000,1378.000,42.000,1329.000,664.600,0.001,simulation-based
4002,4,2,0807:00_0808:00,1.000,1443.000,43.000,1393.000,1393.100,0.000,simulation-based
4002,4,2,0808:00_0809:00,2.000,1508.000,45.000,1456.000,728.100,0.001,simulation-based
4002,4,2,0809:00_0810:00,3.000,1573.000,48.000,1518.000,506.100,0.001,simulation-based
4002,4,2,0810:00_0811:00,3.000,1638.000,51.000,1580.000,526.767,0.001,simulation-based
4002,4,2,0811:00_0812:00,1.000,1703.000,52.000,1644.000,1644.100,0.000,simulation-based
4002,4,2,0812:00_0813:00,2.000,1768.000,54.000,1707.000,853.600,0.001,simulation-based
4002,4,2,0813:00_0814:00,1.000,1833.000,55.000,1771.000,1771.100,0.000,simulation-based
4002,4,2,0814:00_0815:00,1.000,1899.000,56.000,1836.000,1836.100,0.000,simulation-based
4002,4,2,0815:00_0816:00,1.000,1964.000,57.000,1900.000,1900.100,0.000,simulation-based
4002,4,2,0816:00_0817:00,2.000,2029.000,59.000,1963.000,981.600,0.001,simulation-based
4002,4,2,0817:00_0818:00,2.000,2094.000,61.000,2026.000,1013.100,0.001,simulation-based
4002,4,2,0818:00_0819:00,1.000,2159.000,62.000,2090.000,2090.100,0.000,simulation-based
4002,4,2,0819:00_0820:00,0.000,2224.000,62.000,2155.000,2155.100,0.000,simulation-based
4002,4,2,0820:00_0821:00,1.000,2289.000,63.000,2219.000,2219.100,0.000,simulation-based
4002,4,2,0821:00_0822:00,3.000,2354.000,66.000,2281.000,760.433,0.001,simulation-based
4002,4,2,0822:00_0823:00,3.000,2419.000,69.000,2343.000,781.100,0.001,simulation-based
4002,4,2,0823:00_0824:00,4.000,2484.000,73.000,2404.000,601.100,0.001,simulation-based
4002,4,2,0824:00_0825:00,1.000,2549.000,74.000,2469.000,2469.100,0.000,simulation-based
4002,4,2,0825:00_0826:00,2.000,2614.000,76.000,2532.000,1266.100,0.000,simulation-based
4002,4,2,0826:00_0827:00,2.000,2679.000,78.000,2595.000,1297.600,0.000,simulation-based
4002,4,2,0827:00_0828:00,0.000,2744.000,78.000,2660.000,2660.100,0.000,simulation-based
4002,4,2,0828:00_0829:00,4.000,2809.000,82.000,2721.000,680.350,0.001,simulation-based
4002,4,2,0829:00_0830:00,1.000,2874.000,83.000,2785.000,2785.100,0.000,simulation-based
4002,4,2,0830:00_0831:00,2.000,2939.000,85.000,2848.000,1424.100,0.000,simulation-based
4002,4,2,0831:00_0832:00,1.000,3005.000,86.000,2913.000,2913.100,0.000,simulation-based
4002,4,2,0832:00_0833:00,3.000,3070.000,89.000,2975.000,991.767,0.001,simulation-based
4002,4,2,0833:00_0834:00,3.000,3135.000,92.000,3037.000,1012.433,0.001,simulation-based
4002,4,2,0834:00_0835:00,3.000,3200.000,95.000,3099.000,1033.100,0.001,simulation-based
4002,4,2,0835:00_0836:00,2.000,3265.000,97.000,3162.000,1581.100,0.000,simulation-based
4002,4,2,0836:00_0837:00,1.000,3330.000,98.000,3226.000,3226.100,0.000,simulation-based
4002,4,2,0837:00_0838:00,1.000,3395.000,99.000,3290.000,3290.100,0.000,simulation-based
4002,4,2,0838:00_0839:00,1.000,3460.000,100.000,3354.000,3354.100,0.000,simulation-based
4002,4,2,0839:00_0840:00,1.000,3525.000,101.000,3418.000,3418.100,0.000,simulation-based
4002,4,2,0840:00_0841:00,2.000,3590.000,103.000,3481.000,1740.600,0.000,simulation-based
4002,4,2,0841:00_0842:00,0.000,3655.000,103.000,3546.000,3546.100,0.000,simulation-based
4002,4,2,0842:00_0843:00,1.000,3720.000,104.000,3610.000,3610.100,0.000,simulation-based
4002,4,2,0843:00_0844:00,0.000,3786.000,104.000,3675.000,3675.100,0.000,simulation-based
4002,4,2,0844:00_0845:00,3.000,3852.000,107.000,3737.000,1245.767,0.000,simulation-based
4002,4,2,0845:00_0846:00,6.000,3910.000,113.000,3797.000,632.933,0.001,simulation-based
4002,4,2,0846:00_0847:00,2.000,3910.000,115.000,3795.000,1897.600,0.000,simulation-based
4002,4,2,0847:00_0848:00,2.000,3910.000,117.000,3793.000,1896.600,0.000,simulation-based
4002,4,2,0848:00_0849:00,5.000,3910.000,122.000,3788.000,757.700,0.001,simulation-based
4002,4,2,0849:00_0850:00,2.000,3910.000,124.000,3786.000,1893.100,0.000,simulation-based
4002,4,2,0850:00_0851:00,0.000,3910.000,124.000,3786.000,3786.100,0.000,simulation-based
4002,4,2,0851:00_0852:00,1.000,3910.000,125.000,3785.000,3785.100,0.000,simulation-based
4002,4,2,0852:00_0853:00,1.000,3910.000,126.000,3784.000,3784.100,0.000,simulation-based
4002,4,2,0853:00_0854:00,4.000,3910.000,130.000,3780.000,945.100,0.001,simulation-based
4002,4,2,0854:00_0855:00,3.000,3910.000,133.000,3777.000,1259.100,0.000,simulation-based
4002,4,2,0855:00_0856:00,1.000,3910.000,134.000,3776.000,3776.100,0.000,simulation-based
4002,4,2,0856:00_0857:00,1.000,3910.000,135.000,3775.000,3775.100,0.000,simulation-based
4002,4,2,0857:00_0858:00,4.000,3910.000,139.000,3771.000,942.850,0.001,simulation-based
4002,4,2,0858:00_0859:00,0.000,3910.000,139.000,3771.000,3771.100,0.000,simulation-based
4002,4,2,0859:00_0900:00,6.000,3910.000,145.000,3765.000,627.600,0.001,simulation-based
3004,3,4,0700:00_0701:00,0.000,0.000,0.000,0.000,0.000,60.000,simulation-based
3004,3,4,0701:00_0702:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
3004,3,4,0702:00_0703:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
3004,3,4,0703:00_0704:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
3004,3,4,0704:00_0705:00,0.000,0.000,0.000,0.000,0.100,6.000,simulation-based
3004,3,4,0705:00_0706:00,1.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0706:00_0707:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0707:00_0708:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0708:00_0709:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0709:00_0710:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0710:00_0711:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0711:00_0712:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0712:00_0713:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0713:00_0714:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0714:00_0715:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0715:00_0716:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0716:00_0717:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0717:00_0718:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0718:00_0719:00,0.000,1.000,1.000,0.000,0.100,6.000,simulation-based
3004,3,4,0719:00_0720:00,1.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0720:00_0721:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0721:00_0722:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0722:00_0723:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0723:00_0724:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0724:00_0725:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0725:00_0726:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0726:00_0727:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0727:00_0728:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0728:00_0729:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0729:00_0730:00,0.000,2.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0730:00_0731:00,0.000,3.000,2.000,0.000,0.100,6.000,simulation-based
3004,3,4,0731:00_0732:00,1.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0732:00_0733:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0733:00_0734:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0734:00_0735:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0735:00_0736:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0736:00_0737:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0737:00_0738:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0738:00_0739:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0739:00_0740:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0740:00_0741:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0741:00_0742:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0742:00_0743:00,0.000,3.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0743:00_0744:00,0.000,4.000,3.000,0.000,0.100,6.000,simulation-based
3004,3,4,0744:00_0745:00,1.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0745:00_0746:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0746:00_0747:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0747:00_0748:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0748:00_0749:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0749:00_0750:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0750:00_0751:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0751:00_0752:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0752:00_0753:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0753:00_0754:00,0.000,4.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0754:00_0755:00,0.000,5.000,4.000,0.000,0.100,6.000,simulation-based
3004,3,4,0755:00_0756:00,0.000,5.000,4.000,1.000,1.100,0.545,simulation-based
3004,3,4,0756:00_0757:00,1.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0757:00_0758:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0758:00_0759:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0759:00_0800:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0800:00_0801:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0801:00_0802:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0802:00_0803:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0803:00_0804:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0804:00_0805:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0805:00_0806:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0806:00_0807:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0807:00_0808:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0808:00_0809:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0809:00_0810:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0810:00_0811:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0811:00_0812:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0812:00_0813:00,0.000,5.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0813:00_0814:00,0.000,6.000,5.000,0.000,0.100,6.000,simulation-based
3004,3,4,0814:00_0815:00,1.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0815:00_0816:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0816:00_0817:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0817:00_0818:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0818:00_0819:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0819:00_0820:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0820:00_0821:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0821:00_0822:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0822:00_0823:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0823:00_0824:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0824:00_0825:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0825:00_0826:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0826:00_0827:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0827:00_0828:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0828:00_0829:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0829:00_0830:00,0.000,6.000,6.000,0.000,0.100,6.000,simulation-based
3004,3,4,0830:00_0831:00,0.000,7.000,6.000,1.000,1.100,0.545,simulation-based
3004,3,4,0831:00_0832:00,1.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0832:00_0833:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0833:00_0834:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
3004,3,4,0834:00_0835:00,0.000,7.000,7.000,0.000,0.100,6.000,simulation-based
