agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,opti_cost,oc_diff,relative_diff,node_sequence,link_sequence,time_sequence,time_decimal_sequence,
1,1,3,0,1,3,vo,AM,10.0,0.0,42.0,0.0100,0,0,0,1;3;,-1514150288;,0730:00;0811:59;,450.00;491.98;
38,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:30;0723:06;0808:12;,420.50;443.10;488.20;
39,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:30;0723:23;0808:30;,420.50;443.40;488.50;
40,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:30;0724:42;0809:47;,420.50;444.70;489.80;
41,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:30;0725:00;0810:06;,420.50;445.00;490.10;
42,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:30;0725:42;0810:47;,420.50;445.70;490.80;
43,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0725:53;0811:00;,420.60;445.90;491.00;
44,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0726:36;0811:42;,420.60;446.60;491.70;
45,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0728:47;0813:53;,420.60;448.80;493.90;
46,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0729:06;0814:12;,420.60;449.10;494.20;
47,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0729:23;0814:30;,420.60;449.40;494.50;
48,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0729:30;0814:36;,420.60;449.50;494.60;
49,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:36;0729:42;0814:47;,420.60;449.70;494.80;
50,1,2,1,1,2,p,AM,1,0.0,86.9844,45.0100,0,0,0,1;3;2;,1003;3002;,0700:42;0730:23;0815:30;,420.70;450.40;495.50;
