agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,4,1,1,4,p,AM,2800.00,0.0,6.2926,4.0000,1;3;4;,2;8;,0730:00;0732:40;0736:17;,450.00;452.68;456.29;,2.68;3.62;
2,1,4,0,1,4,p,AM,4200.00,0.0,6.7405,4.0000,1;2;7;4;,1;18;19;,0736:17;0740:40;0741:51;0743:01;,456.29;460.67;461.85;463.03;,4.38;1.18;1.18;
